molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL4085868,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(N(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,5.8
CHEMBL4064326,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,76.0
CHEMBL4059850,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,32.0
CHEMBL4081768,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(CC)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,210.0
CHEMBL4074645,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,114.0
CHEMBL4069348,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccccc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,intermediate,3736.0
CHEMBL4081428,CCC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,163.0
CHEMBL4077618,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)c(NC(=O)CCl)c2)c(=O)n(C)c1,active,63.0
CHEMBL4075774,C=CC(=O)Nc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)c(C)c1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c(=O)n(C)c1,intermediate,1697.0
CHEMBL4063526,C=CC(=O)Nc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(-c2cccc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C)cn(C)c1=O,active,231.0
CHEMBL4077123,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,active,7.0
CHEMBL4076543,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c(=O)n(C)c1,active,21.0
CHEMBL4093436,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21)NC1COC1,active,1.9
CHEMBL4101411,CC(C)(C)c1cc(NC(=O)Nc2ccc(-n3nc(-c4ccc(OCCN5CCOCC5)cc4)c4c(N)ncnc43)cc2)no1,active,95.0
CHEMBL4090364,CCN(CC)CCCC(C)Nc1nc(/C=C/c2c(Cl)cc(Cl)cc2Cl)nc2ccc(N)cc12,intermediate,6700.0
CHEMBL3670081,Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,1.0
CHEMBL3670086,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,6.0
CHEMBL4071845,Cn1cc(-c2cccc(N3CCc4c(cc5n4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,81.0
CHEMBL4100365,Cn1cc(-c2cccc(N3CCn4c(nc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,intermediate,2600.0
CHEMBL4082346,Cn1cc(-c2cccc(N3CCc4c(nc5n4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,inactive,16700.0
CHEMBL3670082,Cn1cc(-c2cccc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,2.0
CHEMBL4090189,Cn1cc(-c2cccc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,2.0
CHEMBL4067714,Cn1cc(-c2cccc(N3Cc4cc(C(C)(C)C)sc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,3.0
CHEMBL4095477,Cn1cc(-c2cccc(N3Cc4nc(C(C)(C)C)sc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,139.0
CHEMBL4077625,Cn1cc(-c2cccc(N3Cc4cc(C(C)(C)C)ccc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,3.0
CHEMBL4069030,Cn1cc(-c2cccc(N3CCNc4cc(C(C)(C)C)ccc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,4.0
CHEMBL4096404,Cn1cc(-c2cccc(N3CCOc4cc(C(C)(C)C)ccc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,5.0
CHEMBL4080943,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(sc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,active,3.0
CHEMBL3670139,Cn1cc(-c2cccc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,active,4.0
CHEMBL3670088,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,active,4.0
CHEMBL4060453,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,active,8.0
CHEMBL3670094,CN1CCN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,active,2.0
CHEMBL3670095,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,active,4.0
CHEMBL4084331,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cc(Nc2ccncn2)c(=O)n(C)c1,active,42.0
CHEMBL4102294,Cc1c(-c2cc(Nc3ccncn3)c(=O)n(C)c2)cccc1N1CCc2c(sc3c2CCCC3)C1=O,active,11.0
CHEMBL3670082,Cn1cc(-c2cccc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,active,87.0
CHEMBL3670139,Cn1cc(-c2cccc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,active,89.0
CHEMBL3670088,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,active,45.0
CHEMBL4060453,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,active,69.0
CHEMBL3670094,CN1CCN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,active,29.0
CHEMBL3670095,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,active,35.0
CHEMBL4064534,Cc1ccc(-n2c(=O)ccc3ccc4ccc(-c5cnn(C)c5)cc4c32)cc1NC(=O)/C=C/CN(C)C,active,911.0
CHEMBL4065693,C=CC(=O)Nc1cccc(CNc2cc(Nc3ccccc3)ncc2C(N)=O)c1,intermediate,2500.0
CHEMBL4065693,C=CC(=O)Nc1cccc(CNc2cc(Nc3ccccc3)ncc2C(N)=O)c1,inactive,10000.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,active,18.1
CHEMBL4068839,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,active,24.5
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,0.34
CHEMBL3301625,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,active,0.72
CHEMBL4092347,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(NS(=O)(=O)c4ccc(C)cc4)c(C)c3)ncc2Cl)c1,active,1.05
CHEMBL4071567,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2Cl)c1,active,0.42
CHEMBL4070521,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2F)c1,active,0.92
CHEMBL4097689,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2[N+](=O)[O-])c1,active,23.8
CHEMBL4061898,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2Cl)c1,active,9.14
CHEMBL4089960,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(F)cc4)c(C)c3)ncc2[N+](=O)[O-])c1,active,85.4
CHEMBL4074077,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(C)cc4)c(OC)c3)ncc2[N+](=O)[O-])c1,active,100.0
CHEMBL4094611,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(C)cc4)c(C)c3)ncc2[N+](=O)[O-])c1,active,48.6
CHEMBL4065460,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(F)cc4)c(OC)c3)ncc2Cl)c1,active,1.18
CHEMBL4086899,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(F)cc4)c(C)c3)ncc2Cl)c1,active,78.6
CHEMBL4103300,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3)ncc2Cl)c1,active,58.5
CHEMBL4096669,C[C@H]1CO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1,active,5.3
CHEMBL4060757,Nc1nccn2c([C@H]3CN(C4CCOCC4)CCO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,active,13.0
CHEMBL4077588,Nc1nccn2c([C@@H]3CCCN(C4CCOCC4)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,active,65.0
CHEMBL4062498,COCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,14.0
CHEMBL4076024,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,13.0
CHEMBL4075954,CC(C)C(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,26.0
CHEMBL4069387,CC(C)C(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,5.0
CHEMBL4065907,CC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,6.0
CHEMBL4079820,CC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,11.0
CHEMBL4059723,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)CCC1,active,35.0
CHEMBL4081661,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)CCC1,active,7.0
CHEMBL4097247,COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,active,58.0
CHEMBL4075605,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,48.0
CHEMBL4078497,CC1(C(=O)N2CCC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC2)COC1,active,80.0
CHEMBL4104254,CC1(C(=O)N2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,37.0
CHEMBL4086348,CC1(C(=O)N2CC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,167.0
CHEMBL4066585,Nc1nccn2c(CN3CCOCC3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,intermediate,1225.0
CHEMBL4094125,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,8.0
CHEMBL4096669,C[C@H]1CO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1,active,0.4
CHEMBL4060757,Nc1nccn2c([C@H]3CN(C4CCOCC4)CCO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,active,0.59
CHEMBL4077588,Nc1nccn2c([C@@H]3CCCN(C4CCOCC4)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,active,0.8
CHEMBL4062498,COCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,0.37
CHEMBL4076024,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,0.2
CHEMBL4075954,CC(C)C(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,0.4
CHEMBL4069387,CC(C)C(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,0.25
CHEMBL4065907,CC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,0.4
CHEMBL4079820,CC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,active,0.1
CHEMBL4059723,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)CCC1,active,0.7
CHEMBL4081661,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)CCC1,active,0.3
CHEMBL4087095,COCCC(=O)N1CCN[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,active,377.0
CHEMBL4104951,COCCC(=O)N1CCS(=O)(=O)C(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,active,294.0
CHEMBL4079225,COCCC(=O)N1CCSC(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,active,6.6
CHEMBL4097247,COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,active,3.3
CHEMBL4075605,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,0.9
CHEMBL4099975,CC1(C(=O)N2CCCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,5.3
CHEMBL4096526,CC1(C(=O)N[C@@H]2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,10.7
CHEMBL4078497,CC1(C(=O)N2CCC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC2)COC1,active,3.4
CHEMBL4104254,CC1(C(=O)N2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,1.2
CHEMBL4086348,CC1(C(=O)N2CC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,5.9
CHEMBL4066585,Nc1nccn2c(CN3CCOCC3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,active,132.0
CHEMBL4094125,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,active,0.3
CHEMBL4095253,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,active,88.6
CHEMBL4166664,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-n5cccn5)cc4c32)ccc1C,active,75.6
CHEMBL4098453,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cnn(C)c5)cc4c32)ccc1C,active,13.5
CHEMBL4161110,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5cn[nH]c5)cc4c32)c1,active,17.7
CHEMBL4075449,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cn[nH]c5)cc4c32)ccc1C,active,5.34
CHEMBL4159628,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccoc5)cc4c32)ccc1C,active,17.4
CHEMBL4173695,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccsc5)cc4c32)ccc1C,active,38.6
CHEMBL4162994,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccccc5)cc4c32)ccc1C,active,25.3
CHEMBL4163399,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cccnc5)cc4c32)ccc1C,active,115.0
CHEMBL4077107,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(N)nc5)cc4c32)ccc1C,active,16.4
CHEMBL4166849,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5ccc(N)nc5)cc4c32)c1,active,19.1
CHEMBL4174577,CCC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-n5cccn5)cc4c32)ccc1C,intermediate,6873.0
CHEMBL4170077,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(/C=C/c5ccccc5)cc4c32)ccc1C,active,105.0
CHEMBL4159459,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NC(=O)NC)cc5)cc4c32)ccc1C,active,79.1
CHEMBL4159852,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(COc6cccc(C(F)(F)F)c6)cc5)cc4c32)ccc1C,active,37.2
CHEMBL4091991,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,active,10.4
CHEMBL4163217,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc6c(c5)OCCO6)cc4c32)ccc1C,active,16.3
CHEMBL4071759,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)ccc1C,active,24.5
CHEMBL4077064,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21,active,6.59
CHEMBL4160923,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cn[nH]c6)cc5c43)cc21,active,12.3
CHEMBL4161149,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6ccc(N)nc6)cc5c43)cc21,active,6.01
CHEMBL4171756,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc21,active,7.15
CHEMBL4068097,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6ccc(S(=O)(=O)NC(C)(C)C)cc6)cc5c43)cc21,active,10.7
CHEMBL4175202,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c43)cc21,active,155.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,active,13.38
CHEMBL2057918,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,active,7.0
CHEMBL3979355,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,active,1.3
CHEMBL4163691,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,active,651.95
CHEMBL3702836,CN(C1COC1)C(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,active,1.9
CHEMBL4167139,CC(C)(C)/C=C(/C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,4.0
CHEMBL3301625,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,active,0.7
CHEMBL4175428,CC#CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,2.2
CHEMBL3263640,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,active,8.0
CHEMBL4172284,Cc1cc2[nH]ncc2cc1-c1cccc2c(N)c(C(N)=O)nnc12,active,2.0
CHEMBL4162057,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc(C3C(=O)N(C)CCN3C)cc2)n1,active,5.9
CHEMBL1230541,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,active,1.9
CHEMBL2057918,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,active,4.0
CHEMBL3707348,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,active,3.0
CHEMBL3647964,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,0.5
CHEMBL3982806,CC1(O)CN(C(=O)N2CC=C(c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)cc(F)c7C6=O)c5CO)ccnc4[nH]3)CC2)C1,active,1.1
CHEMBL3936823,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,active,1.0
CHEMBL3966346,O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO,active,3.1
CHEMBL3959033,O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4cnn(C5CCN(C6COC6)CC5)c4)cc23)c1CO,active,1.7
CHEMBL3967108,CCN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)cc(F)c7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,active,2.6
CHEMBL3928203,CN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)cc(F)c7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,active,1.0
CHEMBL3922230,CN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,active,5.4
CHEMBL3891185,CN1CCC(n2cc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cn2)CC1,active,6.0
CHEMBL3962146,CN1CC(Oc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cc2)C1,active,5.1
CHEMBL3900184,CN1CCC(Oc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cc2)CC1,active,2.6
CHEMBL3968928,Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCN(C)CC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,active,21.0
CHEMBL3921350,CN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cc2)CC1,active,6.5
CHEMBL3968892,CN1CCN(c2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cc2)CC1,active,11.7
CHEMBL3935716,O=C1c2ccc(C3CC3)cc2OCCN1c1cccc(-c2ncnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c1CO,active,8.3
CHEMBL3907763,CC1(O)CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cc2)CC1,active,6.8
CHEMBL4216939,N#CCC(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,active,1.2
CHEMBL3891434,CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,active,5.5
CHEMBL3946460,CC(C)(O)CN1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,active,1.4
